"","Accession_number","ED","edge.length","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"206","OQ721630.1",0.00141900839749286,0.00309878059729088,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,704.717464510307
"207","OQ721402.1",0.00169482729421874,0.00295911120225508,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,590.030620471548
"208","OQ721643.1",0.00169482729421874,0.000139669395035796,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,590.030620471548
"209","OQ721227.1",0.00177799168894047,0.000139669395035796,"Orthoflavivirus nilense","USA"," Sacramento, California","Haemorhous mexicanus","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,562.432325314137
"210","MH508012.1",0.00205088333863346,0.00311765321207254,"Orthoflavivirus nilense","USA"," Shafter,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.4894832,-119.2207949,11,0.98560073904525,3.37422180175781,64119,"USA:  Shafter,California",7,487.594774974532
"211","OQ721406.1",0.00218314276100866,0.00323524621150469,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,458.055248543609
"212","OQ721295.1",0.00218314276100866,0.00395228051040799,"Orthoflavivirus nilense","USA"," Sacramento, California","Mimus polyglottos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,458.055248543609
"213","OQ721575.1",0.00299471445608121,8.91234125247218e-05,"Orthoflavivirus nilense","USA"," Sacramento, California","","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,333.921652519943
"214","OQ721486.1",0.00222102000128791,0.000137826296010373,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,450.243581516657
"215","MH507654.1",0.00218583954415979,0.00704306563192654,"Orthoflavivirus nilense","USA"," Santee,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",32.8383828,-116.9739167,18,0.98560073904525,29.1495564778646,29486,"USA:  Santee,California",8,457.490122123482
"216","OQ721378.1",0.00218110050897796,0.00704306563192654,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,458.484144074859
"217","MH507782.1",0.00179240546682862,0.00718089192793692,"Orthoflavivirus nilense","USA"," Butte_Valley,California","Culex erythrothorax","2019-01-20T00:00:00Z",35.9449101,-117.071835,30,0.98560073904525,6.69325764973958,7347,"USA:  Butte_Valley,California",1,557.909478913465
"218","MH507741.1",0.00179240546682862,0.000497977172903912,"Orthoflavivirus nilense","USA"," Atwater,California","Aphelocoma californica","2019-01-20T00:00:00Z",37.3477174,-120.609084,15,0.98560073904525,9.14303588867186,53245.25,"USA:  Atwater,California",4,557.909478913465
"219","OQ721519.1",0.00233189695970466,0.00752442070597192,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,428.835414806087
"220","MH507687.1",0.00222212856297489,0.00752442070597192,"Orthoflavivirus nilense","USA"," Santa_Ysabel,California","Aphelocoma","2019-01-20T00:00:00Z",33.1092099,-116.673076,164,0.98560073904525,35.753402709961,24430.5,"USA:  Santa_Ysabel,California",1,450.018966796972
"221","MH508033.1",0.00221433478399508,0.00804224577789765,"Orthoflavivirus nilense","USA"," Arvin,California","Culex tarsalis","2019-01-20T00:00:00Z",35.209129,-118.828431,43,0.98560073904525,-21.5194396972656,42960.75,"USA:  Arvin,California",13,451.60289547356
"222","MH507791.1",0.00221433478399508,0.00956330700630762,"Orthoflavivirus nilense","USA"," Turlock,California","Culex pipiens","2019-01-20T00:00:00Z",37.4946568,-120.8465941,13,0.98560073904525,15.0034027099609,56355,"USA:  Turlock,California",5,451.60289547356
"223","MH507770.1",0.00392504715203046,0.00275273226515985,"Orthoflavivirus nilense","USA"," Granada_Hills,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",34.2661558,-118.5174342,9,0.98560073904525,11.8238321940104,29734,"USA:  Granada_Hills,California",1,254.774009398254
"224","OQ721265.1",0.00346158630606628,0.0070136750893067,"Orthoflavivirus nilense","USA"," Sacramento, California","Aphelocoma californica","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,288.884895993361
"225","OQ721799.1",0.00338468332455924,0.00386494076403986,"Orthoflavivirus nilense","USA"," Sacramento, California","","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,295.448614865682
"226","OQ721335.1",0.00328989466633124,0.00314873432526684,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.98560073904525,20.54931640625,53077,"USA:  Sacramento, California",144,303.961099494763
"227","MH507890.1",0.00300366015272571,1.83737156608742e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.464298963546753,-17.0910949707031,71444,"USA:  Bakersfield,California",141,332.927145267262
"228","OQ721535.1",0.00300366015272571,5.47072597874305e-05,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.783281087875366,20.54931640625,53077,"USA:  Sacramento, California",144,332.927145267262
"229","KM012175.1",0.00197061055771937,0.00307565334981854,"Orthoflavivirus nilense","USA"," CA","Homo sapiens","2016-05-25T00:00:00Z",36.7014631,-118.755997,60300,0.783281087875366,-9.6347740622126,25529.3515625,"USA:  CA",1,507.456938197532
"230","MH507883.1",0.00197061055771937,0.00307565334981854,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.783281087875366,-17.0910949707031,71444,"USA:  Bakersfield,California",141,507.456938197532
"231","MH507795.1",0.00215712457330541,0.00313036060960597,"Orthoflavivirus nilense","USA"," Turlock,California","Culex pipiens","2019-01-20T00:00:00Z",37.4946568,-120.8465941,13,0.783281087875366,15.0034027099609,56355,"USA:  Turlock,California",5,463.580088222572
"232","OQ721278.1",0.00294328689509554,0.00984463956701726,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,0.783281087875366,53.2645874023438,48942.25,"USA:  Yolo, California",40,339.756209857191
"233","OQ721255.1",0.00290238426393643,0.000129117063076507,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,0.783281087875366,53.2645874023438,48942.25,"USA:  Yolo, California",40,344.544315659886
"234","OQ721836.1",0.00219392178186994,0.0156121952855101,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.783281087875366,20.54931640625,53077,"USA:  Sacramento, California",144,455.804763991026
"235","MH507768.1",0.00213701973692822,0.0131327659510381,"Orthoflavivirus nilense","USA"," Parlier,California","Culex tarsalis","2019-01-20T00:00:00Z",36.6118771,-119.5275352,3,0.783281087875366,-1.64602661132812,50118,"USA:  Parlier,California",1,467.941396478355
"236","MH508028.1",0.00213701973692822,0.000186855058482558,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.783281087875366,-17.0910949707031,71444,"USA:  Bakersfield,California",141,467.941396478355
"237","MH507721.1",0.00191451017682177,0.00229257427598946,"Orthoflavivirus nilense","USA"," Fresno,California","Aphelocoma californica","2019-01-20T00:00:00Z",36.7295295,-119.7088613,20,0.783281087875366,5.69288635253906,40667,"USA:  Fresno,California",6,522.32681346206
"238","OK573274.1",0.00191451017682177,4.1935806887371e-06,"Orthoflavivirus nilense","USA"," MD","Homo sapiens","2022-07-30T00:00:00Z",39.5162401,-76.9382069,46503,0.783281087875366,76.0847852528941,34072.4898785425,"USA:  MD",22,522.32681346206
"239","OQ721187.1",0.00225882644813522,0.00228838069530072,"Orthoflavivirus nilense","USA"," Kern, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.783281087875366,-29.6595306396485,41201,"USA:  Kern, California",20,442.707761291512
"240","MH507804.1",0.00234223346711336,0.00228838069530072,"Orthoflavivirus nilense","USA"," Oakley,California","Culex tarsalis","2019-01-20T00:00:00Z",37.9974219,-121.7124536,43,0.783281087875366,56.2968139648438,51135,"USA:  Oakley,California",1,426.942921805498
"241","OQ721394.1",0.00230529576816643,0.00178874479163478,"Orthoflavivirus nilense","USA"," Yolo, California","","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,0.783281087875366,53.2645874023438,48942.25,"USA:  Yolo, California",40,433.783818028424
"242","OQ721649.1",0.00161181197095625,0.000152977277006946,"Orthoflavivirus nilense","USA"," Yolo, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,0.783281087875366,53.2645874023438,48942.25,"USA:  Yolo, California",40,620.419762366403
"243","OQ721702.1",0.00161181197095625,0.000537707265830294,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.783281087875366,20.54931640625,53077,"USA:  Sacramento, California",144,620.419762366403
"244","MH507742.1",0.00189536862220761,0.000537707265830294,"Orthoflavivirus nilense","USA"," Redding,California","Aphelocoma californica","2019-01-20T00:00:00Z",40.5863563,-122.391675,99,0.310671329498291,-187.581298828125,29830,"USA:  Redding,California",2,527.601854480032
"245","OQ721793.1",0.00189536862220761,0.00069068454283724,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.310671329498291,20.54931640625,53077,"USA:  Sacramento, California",144,527.601854480032
"246","MH507752.1",0.00301885187444025,6.88458173325329e-05,"Orthoflavivirus nilense","USA"," Chico,California","Pica nuttalli","2019-01-20T00:00:00Z",39.7284945,-121.8374777,33,0.310671329498291,-43.8049112955729,35406,"USA:  Chico,California",4,331.251761130353
"247","OQ721674.1",0.00219846512785958,0.0131729737372287,"Orthoflavivirus nilense","USA"," Yolo, California","Culex pipiens","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,0.310671329498291,53.2645874023438,48942.25,"USA:  Yolo, California",40,454.862798289458
"248","OQ721782.1",0.00213241895001569,0.000899245979018243,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.310671329498291,20.54931640625,53077,"USA:  Sacramento, California",144,468.951000455441
"249","MH507885.1",0.00213176824139083,0.00633652302440459,"Orthoflavivirus nilense","USA"," Bakersfield,California","Haemorhous mexicanus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.310671329498291,-17.0910949707031,71444,"USA:  Bakersfield,California",141,469.094144749792
"250","MH507773.1",0.00124748406537639,0.000735238835764848,"Orthoflavivirus nilense","USA"," Mello,California","Culex tarsalis","2019-01-20T00:00:00Z",39.2065579,-121.5632997,117,0.94918143749237,-13.2376098632812,40697,"USA:  Mello,California",2,801.613445618068
"251","OQ721313.1",0.00124748406537639,0.000735238835764848,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.94918143749237,20.54931640625,53077,"USA:  Sacramento, California",144,801.613445618068
"252","OQ721312.1",0.00152451681422116,1.73813774522755e-05,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.809225082397461,20.54931640625,53077,"USA:  Sacramento, California",144,655.945536757412
"253","OQ721241.1",0.0021336222997524,4.16752011625238e-06,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.0216555595398,20.54931640625,53077,"USA:  Sacramento, California",144,468.686515001295
"254","OK573265.1",0.00213929154196852,3.20591421101735e-05,"Orthoflavivirus nilense","USA"," MD","Homo sapiens","2022-07-30T00:00:00Z",39.5162401,-76.9382069,46503,1.18385219573974,76.0847852528941,34072.4898785425,"USA:  MD",22,467.444469527433
"255","OQ721292.1",0.00213929154196852,2.38688707803435e-06,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,1.18385219573974,53.2645874023438,48942.25,"USA:  Yolo, California",40,467.444469527433
"256","OQ721414.1",0.00226682530997396,0.0070157669334127,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.18385219573974,20.54931640625,53077,"USA:  Sacramento, California",144,441.145594942861
"257","MH507816.1",0.00248577951350429,0.0070157669334127,"Orthoflavivirus nilense","USA"," Fresno,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",36.7295295,-119.7088613,20,1.18385219573974,5.69288635253906,40667,"USA:  Fresno,California",6,402.288294101461
"258","OQ721840.1",0.00329827847047407,0.00634340584448032,"Orthoflavivirus nilense","USA"," Sacramento, California","","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.18385219573974,20.54931640625,53077,"USA:  Sacramento, California",144,303.188469061033
"259","OQ721131.1",0.00333144103069112,0.000451678174843321,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.18385219573974,20.54931640625,53077,"USA:  Sacramento, California",144,300.170403974566
"260","MH508025.1",0.00308862663662658,0.000223069801167096,"Orthoflavivirus nilense","USA"," Arvin,California","Culex tarsalis","2019-01-20T00:00:00Z",35.209129,-118.828431,43,1.18385219573974,-21.5194396972656,42960.75,"USA:  Arvin,California",13,323.768495726051
"261","MH507876.1",0.00282736467717809,0.000202566802770647,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.341155529022217,-17.0910949707031,71444,"USA:  Bakersfield,California",141,353.686246444187
"262","MH507886.1",0.00282736467717809,2.05029983964494e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.98560073904525,-17.0910949707031,71444,"USA:  Bakersfield,California",141,353.686246444187
"263","MH508030.1",0.00241805351779753,2.05029983964494e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.98560073904525,-17.0910949707031,71444,"USA:  Bakersfield,California",141,413.555776429151
"264","OQ721348.1",0.00241805351779753,0.000674747976010417,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.48565101623535,20.54931640625,53077,"USA:  Sacramento, California",144,413.555776429151
"265","MH508024.1",0.00244326009471852,0.00705021296260091,"Orthoflavivirus nilense","USA"," Arvin,California","Culex tarsalis","2019-01-20T00:00:00Z",35.209129,-118.828431,43,1.19150066375733,-21.5194396972656,42960.75,"USA:  Arvin,California",13,409.289212459064
"266","MH507685.1",0.00197432470332837,0.00648011071850454,"Orthoflavivirus nilense","USA"," Coronado,California","Culicidae","2019-01-20T00:00:00Z",32.6915199,-117.1766947,44,1.19150066375733,17.9892501831055,36618.5,"USA:  Coronado,California",1,506.502298387987
"267","OQ721664.1",0.00197432470332837,0.00012818325458148,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,1.19150066375733,53.2645874023438,48942.25,"USA:  Yolo, California",40,506.502298387987
"268","MH507817.1",0.00228628334462571,0.000446086509631138,"Orthoflavivirus nilense","USA"," Armona,California","Culex tarsalis","2019-01-20T00:00:00Z",36.315894,-119.7024315,9,1.19150066375733,18.6639099121094,73733,"USA:  Armona,California",1,437.391105678421
"269","MH507803.1",0.00194344172536273,8.9603307469205e-05,"Orthoflavivirus nilense","USA"," Mello,California","Culex tarsalis","2019-01-20T00:00:00Z",39.2065579,-121.5632997,117,1.19150066375733,-13.2376098632812,40697,"USA:  Mello,California",2,514.55106008561
"270","OQ721130.1",0.00194344172536273,0.000356483202161933,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.19150066375733,20.54931640625,53077,"USA:  Sacramento, California",144,514.55106008561
"271","OQ721544.1",0.00215761061277808,0.000356483202161933,"Orthoflavivirus nilense","USA"," San Diego, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,1.19150066375733,17.9892501831055,34426.25,"USA:  San Diego, California",61,463.475658711387
"272","OQ721639.1",0.00215205948410713,0.000574269764212618,"Orthoflavivirus nilense","USA"," San Diego, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,1.19150066375733,17.9892501831055,34426.25,"USA:  San Diego, California",61,464.67117074828
"273","OQ721648.1",0.00215205948410713,1.57988217164614e-05,"Orthoflavivirus nilense","USA"," Yolo, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,1.19150066375733,53.2645874023438,48942.25,"USA:  Yolo, California",40,464.67117074828
"274","MH507814.1",0.00228000829224721,1.43428697773548e-05,"Orthoflavivirus nilense","USA"," Marysville,California","Culex tarsalis","2019-01-20T00:00:00Z",39.1457247,-121.5913516,40,1.19150066375733,1.7896728515625,44849.5,"USA:  Marysville,California",2,438.59489608013
"275","MH507810.1",0.00227369300248194,0.00794086614769387,"Orthoflavivirus nilense","USA"," Clearlake,California","Culex tarsalis","2019-01-20T00:00:00Z",38.9582307,-122.626372,76,1.19150066375733,11.20703125,28193.25,"USA:  Clearlake,California",1,439.813114131244
"276","OQ721234.1",0.00158110203801155,0.00183431788444062,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.19150066375733,20.54931640625,53077,"USA:  Sacramento, California",144,632.47024920519
"277","OQ721650.1",0.00158110203801155,0.000222730665159695,"Orthoflavivirus nilense","USA"," Yolo, California","Culex pipiens","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,1.19150066375733,53.2645874023438,48942.25,"USA:  Yolo, California",40,632.47024920519
"278","OQ721491.1",0.00315226254861205,0.00588381759809356,"Orthoflavivirus nilense","USA"," Sacramento, California","","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.28540325164795,20.54931640625,53077,"USA:  Sacramento, California",144,317.232459092059
"279","MH507869.1",0.00325987354156337,0.000198363180225416,"Orthoflavivirus nilense","USA"," Bakersfield,California","Passer domesticus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.28540325164795,-17.0910949707031,71444,"USA:  Bakersfield,California",141,306.760365777999
"280","MH507736.1",0.00229236483203094,0.000573330243962424,"Orthoflavivirus nilense","USA"," Paradise,California","Aphelocoma californica","2019-01-20T00:00:00Z",39.7596061,-121.6219177,74,0.28540325164795,-103.081013997396,30151,"USA:  Paradise,California",1,436.23073693468
"281","OQ721149.1",0.00224513772680144,0.00511212417390572,"Orthoflavivirus nilense","USA"," Kings, California","Culex tarsalis","2023-08-02T00:00:00Z",36.0784807,-119.7956342,8,0.28540325164795,21.4269561767578,56949.5,"USA:  Kings, California",1,445.406973506547
"282","OQ721622.1",0.0018254589929608,0.000382701813743395,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,1.27202892303466,53.2645874023438,48942.25,"USA:  Yolo, California",40,547.807430271579
"283","OQ721670.1",0.0018254589929608,0.00472942236016232,"Orthoflavivirus nilense","USA"," San Diego, California","Culex quinquefasciatus","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,1.27202892303466,17.9892501831055,34426.25,"USA:  San Diego, California",61,547.807430271579
"284","MH508011.1",0.00204117643463781,4.85295282774655e-05,"Orthoflavivirus nilense","USA"," Shafter,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.4894832,-119.2207949,11,1.27202892303466,3.37422180175781,64119,"USA:  Shafter,California",7,489.91355329724
"285","MH507710.1",0.00204117643463781,0.000941354323333869,"Orthoflavivirus nilense","USA"," San_Andreas,California","Baeolophus inornatus","2019-01-20T00:00:00Z",38.1875605,-120.6753826,50,1.27202892303466,-24.4635314941406,32282,"USA:  San_Andreas,California",1,489.91355329724
"286","MH508016.1",0.00272219074021862,0.00373953850855099,"Orthoflavivirus nilense","USA"," Shafter,California","Culex tarsalis","2019-01-20T00:00:00Z",35.4894832,-119.2207949,11,1.30746142069498,3.37422180175781,64119,"USA:  Shafter,California",7,367.351187125003
"287","MH507826.1",0.00206456480219433,0.00373953850855099,"Orthoflavivirus nilense","USA"," Turlock,California","Culex pipiens","2019-01-20T00:00:00Z",37.4946568,-120.8465941,13,1.30746142069498,15.0034027099609,56355,"USA:  Turlock,California",5,484.363580613766
"288","OQ721828.1",0.00125104242264813,0.00468089283188486,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,1.30746142069498,53.2645874023438,48942.25,"USA:  Yolo, California",40,799.333405403843
"289","OQ721823.1",0.00118131118442821,0.00568545441786814,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,846.517000077356
"290","OQ721237.1",0.00118131118442821,0.00610654826325325,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,846.517000077356
"291","OQ721566.1",0.00104145791330387,0.00697781075693138,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,960.192425661873
"292","OQ721464.1",0.00104145791330387,0.000977398260539837,"Orthoflavivirus nilense","USA"," Yolo, California","Culex tarsalis","2023-08-02T00:00:00Z",38.7184542,-121.9059001,178,1.30746142069498,53.2645874023438,48942.25,"USA:  Yolo, California",40,960.192425661873
"293","OQ721578.1",0.00105092820379185,0.000977398260539837,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,951.539787772282
"294","OQ721763.1",0.00141666369205869,0.0133463205688825,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex pipiens","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,705.883835101896
"295","MH507809.1",0.00211956719260059,4.73294348543943e-05,"Orthoflavivirus nilense","USA"," Chico,California","Culex tarsalis","2019-01-20T00:00:00Z",39.7284945,-121.8374777,33,1.30746142069498,-43.8049112955729,35406,"USA:  Chico,California",4,471.794432132654
"296","MH507684.1",0.00211956719260059,0.00775033157267952,"Orthoflavivirus nilense","USA"," San_Diego,California","Culicidae","2019-01-20T00:00:00Z",32.7174202,-117.1627728,44,1.30746142069498,17.9892501831055,34426.25,"USA:  San_Diego,California",59,471.794432132654
"297","OQ721690.1",0.00181713194109235,0.00576699315907226,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus corax","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,550.317771311014
"298","OQ721525.1",0.00170232467572045,0.000127893727377524,"Orthoflavivirus nilense","USA"," Sacramento, California","","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,587.432006515906
"299","OQ721723.1",0.00170232467572045,0.00164015797662448,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,587.432006515906
"300","OQ721471.1",0.00333446432442415,0.000215286709605261,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,299.898245326916
"301","OQ721497.1",0.00388341407843941,0.000215286709605261,"Orthoflavivirus nilense","USA"," Sacramento, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,1.30746142069498,20.54931640625,53077,"USA:  Sacramento, California",144,257.505375373687
"302","OQ721576.1",0.00536868451584137,9.6036278557713e-05,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,1.30746142069498,-48.0673828125,18857,"USA:  Larimer, Colorado",94,186.26536855524
"303","MH507748.1",0.00338712155222893,4.11152481051566e-05,"Orthoflavivirus nilense","USA"," Norco,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",33.9323307,-117.5508901,172,1.30746142069498,23.170394897461,40186,"USA:  Norco,California",2,295.235935463237
"304","MH507690.1",0.00331050623841108,0.00171829315956687,"Orthoflavivirus nilense","USA"," San_Diego,California","Culicidae","2019-01-20T00:00:00Z",32.7174202,-117.1627728,44,1.30746142069498,17.9892501831055,34426.25,"USA:  San_Diego,California",59,302.068604613161
"305","MH507744.1",0.00330383057947012,0.00171829315956687,"Orthoflavivirus nilense","USA"," Temple_City,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",34.1082994,-118.0577568,19,1.30746142069498,14.7035827636719,37353,"USA:  Temple_City,California",1,302.678958846728
"306","OQ721564.1",0.00181841621898909,6.59237130887108e-05,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex pipiens","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,1.30746142069498,-48.0673828125,18857,"USA:  Larimer, Colorado",94,549.929102895885
"307","MF175842.1",0.00181841621898909,0.00169348469458332,"Orthoflavivirus nilense","USA"," Travis Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",30.2878569,-97.7561392,78629,1.30746142069498,133.875551223755,24939.1324786325,"USA:  Travis Co. TX",3,549.929102895885
"308","OQ721476.1",0.00227559609614118,0.00169348469458332,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,1.30746142069498,91.376708984375,44601,"USA:  Polk, Iowa",46,439.445295980135
